UID,Name,NationID,Born,Age,Height,Weight,PositionsDesc
5118563,Brian Saah,765,16-12-1986,29,191,78,D C
5118707,Kyle McFadzean,765,28-02-1987,29,186,84,D C
5118761,Scott Flinders,765,12-06-1986,30,194,80,GK 
5118824,Ben Surey,765,18-12-1982,33,181,70,M C
5119032,Jack King,765,20-08-1985,30,183,75,D/DM/M C
5119046,Rob Jones,765,03-11-1979,36,201,83,D C
5119127,Mark Harris,765,05-12-1986,29,181,69,D/WB R
5119142,Joe Hart,765,19-04-1987,29,196,81,GK 
5119149,Rob Atkinson,765,29-04-1987,29,186,78,D C
5119863,Kris Gate,765,01-01-1985,31,171,65,M C
5119889,Ryan Gilligan,765,18-01-1987,29,183,80,M/AM RC
5119948,Luke Howell,765,05-01-1987,29,181,66,M C
5119950,Joe Lewis,765,06-10-1987,28,198,85,GK 
5119972,Matthew Connolly,765,24-09-1987,28,188,84,D RC
5119981,Ben Hamer,765,20-11-1987,28,193,78,GK 
5119994,Carl Dickinson,765,31-03-1987,29,186,77,D L
5120016,Giles Coke,765,03-06-1986,30,183,75,M C
5120046,Jack Norton,765,27-03-1987,29,183,0,GK 
5120064,Martin Cranie,765,26-09-1986,29,183,78,D RC
5120074,Anthony Grant,765,04-06-1987,29,178,71,DM/M C
5120075,Jimmy Smith,765,07-01-1987,29,183,71,M C
5120078,Joe Tillen,765,15-12-1986,29,178,73,M/AM L
5120081,Jack Hobbs,765,18-08-1988,27,191,84,D C
5120086,Andy Barcham,765,16-12-1986,29,173,75,M/AM L
5120089,Charlie Lee,765,05-01-1987,29,176,79,M C
5120090,Charlie Daniels,765,07-09-1986,29,178,75,D/WB L
5120117,Mark Howard,765,21-09-1986,29,183,81,GK 
5120299,Grant Leadbitter,765,07-01-1986,30,176,65,DM/M C
5120304,Chris Brown,765,11-12-1984,31,191,70,S 
5120309,Dean Wells,765,25-03-1985,31,183,89,D C
5120692,Cortez Belle,765,27-08-1983,32,193,100,D/S C
5121648,Curtis Weston,765,24-01-1987,29,181,74,DM/M RLC
5122978,Scott Loach,765,27-05-1988,28,194,94,GK 
5123001,Joe Healy,765,26-12-1986,29,183,80,M/AM LC
5123003,Chris Cohen,765,05-03-1987,29,178,69,D/DM/M LC
5123004,Mark Noble,765,08-05-1987,29,181,77,DM/M C
5123005,David Martin,765,22-01-1986,30,188,84,GK 
5123013,Carl Tremarco,765,11-10-1985,30,181,78,D LC
5123017,John Ruddy,765,24-10-1986,29,194,97,GK 
5123029,Sammy Moore,765,07-09-1987,28,173,70,M C
5123046,Marcus Williams,765,08-04-1986,30,173,68,D L
5123087,Danny Holmes,765,17-11-1986,29,183,77,M C
5123088,Joe Cardle,765,07-02-1987,29,178,70,M/AM RL
5123096,Sean Evans,765,25-09-1987,28,179,75,M/AM/S LC
5123097,Lee Martin,765,09-02-1987,29,180,65,AM RLC
5123101,Danny Rose,765,21-02-1988,28,174,78,DM/M LC
5123105,Lee Cattermole,765,21-03-1988,28,178,77,DM/M C
5123107,Seb Hines,765,29-05-1988,28,188,78,D C
5123135,Jason Pearce,765,06-12-1987,28,186,71,D LC
5123141,Mark Davies,765,18-02-1988,28,180,74,M C
5123150,Liam Davis,765,23-11-1986,29,174,73,D/WB/M L
5123212,Kyel Reid,765,26-11-1987,28,181,79,M/AM L
5123224,Ryan Dickson,765,14-12-1986,29,178,73,D/WB/M L
5123285,Damien Allen,765,01-08-1986,29,180,73,M RC
5123286,Adam Le Fondre,765,02-12-1986,29,178,73,S 
5123300,Steven Davies,765,29-12-1987,28,183,77,M/AM/S L
5123304,Mike Jones,765,15-08-1987,28,183,78,M C
5123308,Gary Pinch,765,03-01-1986,30,186,70,D C
5123485,Rory Boulding,765,21-07-1988,27,178,71,S 
5123486,Andrew Williams,765,14-08-1986,29,188,69,S 
5123498,Gabby Agbonlahor,765,13-10-1986,29,180,79,M/AM/S RL
5123504,Isaiah Osbourne,765,05-11-1987,28,188,80,DM/M C
5123512,Craig Gardner,765,25-11-1986,29,178,72,D/M/AM RC
5123525,Jonny Howson,765,21-05-1988,28,181,81,M/AM C
5123632,Gary O'Toole,765,29-01-1987,29,176,75,S 
5123634,Ben Turner,765,21-01-1988,28,194,91,D C
5123637,Ben Alnwick,765,01-01-1987,29,188,96,GK 
5123651,Peter Hartley,765,03-04-1988,28,184,91,D C
5124270,Darius Charles,765,10-12-1987,28,186,85,D LC
5124279,Karleigh Osborne,765,19-03-1988,28,187,93,D C
5124487,Nicky Deverdics,765,24-11-1987,28,176,69,M/AM LC
5124491,Paul Huntington,765,17-09-1987,28,194,80,D C
5124607,Craig Reid,765,17-12-1985,30,178,74,S 
5124668,Luke Summerfield,765,06-12-1987,28,178,73,M C
5124871,Ryan Cresswell,765,22-12-1987,28,186,80,D C
5124874,Nicky Law,765,29-03-1988,28,178,73,M/AM LC
5125008,Josh Dutton-Black,765,29-12-1987,28,179,0,M/AM RL
5125009,Nathan Dyer,765,29-11-1987,28,165,60,M/AM R
5125012,Adam Lallana,765,10-05-1988,28,173,73,M/AM RLC
5125014,Theo Walcott,765,16-03-1989,27,176,71,AM/S R
5125358,Sean McAllister,765,15-08-1987,28,173,65,M C
5125359,Drew Talbot,765,19-07-1986,29,178,70,D/WB/M R
5125362,Tommy Spurr,765,13-09-1987,28,186,72,D L
5126000,Scott Golbourne,765,29-02-1988,28,176,78,D/WB L
5127712,Shay Logan,765,29-01-1988,28,173,70,D R
5127717,Daniel Sturridge,765,01-09-1989,26,183,79,S 
5127729,Richard O'Donnell,765,12-09-1988,27,188,85,GK 
5127730,Michael Jones,765,03-12-1987,28,191,83,GK 
5127741,Tom Clarke,765,21-12-1987,28,181,78,D RC
5127756,Alex Nicholls,765,09-12-1987,28,178,70,AM/S RL
5127843,Matty Done,765,22-06-1988,28,178,65,M/AM/S LC
5128259,Andy Carroll,765,06-01-1989,27,193,79,S 
5128263,Fraser Forster,765,17-03-1988,28,201,99,GK 
5128553,Jonathan Franks,765,08-04-1990,26,178,73,AM/S R
5128651,Jay Rodriguez,765,29-07-1989,26,186,70,M/AM/S RL
5128709,Miles Addison,765,07-01-1989,27,188,93,D C
5129003,Michael Woods,765,06-04-1990,26,176,79,M C
5129038,Ashley Chambers,765,01-03-1990,26,178,73,AM/S RL
5129388,Ryan Shotton,765,30-09-1988,27,191,85,D RC
5129541,James Tomkins,765,29-03-1989,27,191,79,D RC
5129604,Ross Walliss,765,30-11-1988,27,178,0,D R
5130036,Lewis Alessandra,765,08-02-1989,27,178,71,AM/S RC
5130136,Luke Prosser,765,28-05-1988,28,188,78,D LC
5130208,Paul Turnbull,765,23-01-1989,27,183,79,M C
5130320,Scott Doe,765,06-11-1988,27,183,78,D C
5130321,Lukas Jutkiewicz,765,20-03-1989,27,186,78,S 
5130452,Craig Curran,765,23-08-1989,26,176,74,AM/S RLC
5130453,Luke Holden,765,24-11-1988,27,177,71,M/AM/S L
5130454,Danny Holmes,765,06-01-1989,27,183,77,D R
5130561,Andrew Fleming,765,05-10-1987,28,181,67,M C
5130620,Josh Walker,765,21-02-1989,27,181,76,M C
5130621,Rhys Williams,1435,14-07-1988,27,187,72,D/DM/M C
5130825,Ed Upson,765,21-11-1989,26,182,73,M C
5130833,Liam Trotter,765,24-08-1988,27,188,77,M C
5130916,Sam Baldock,765,15-03-1989,27,171,67,S 
5131136,Scott Jamieson,1435,13-10-1988,27,178,71,D/M L
5131139,James Sinclair,765,22-10-1987,28,175,79,D/WB/M/AM R
5131168,Josh Wright,765,06-11-1989,26,185,73,DM/M C
5131224,Ryan Bertrand,765,05-08-1989,26,179,76,D LC
5131229,Sam Hutchinson,765,03-08-1989,26,183,78,D/DM/M C
5131428,Richard Eckersley,765,12-03-1989,27,176,77,D RL
5131433,Sam Hewson,765,28-11-1988,27,178,79,M C
5131654,James Troisi,1435,03-07-1988,27,176,75,M/AM LC
5131757,Zavon Hines,765,27-12-1988,27,178,67,AM R
5131761,Joe Widdowson,765,29-03-1989,27,183,77,D/WB L
5131785,Luke Joyce,765,09-07-1987,28,176,78,DM/M C
5131863,Cameron Belford,765,16-10-1988,27,181,81,GK 
5131952,James Bailey,765,18-09-1988,27,183,79,DM/M C
5131953,Junior Brown,765,07-05-1989,27,176,69,D/WB/M/AM L
5131958,Adam Dugdale,765,12-09-1987,28,191,76,D C
5131959,Gareth Evans,765,26-04-1988,28,183,80,D/M/AM R
5131967,Shaun Miller,765,25-09-1987,28,173,71,S 
5131968,Byron Moore,765,24-08-1988,27,175,72,AM RL
5131969,Amari Morgan-Smith,765,03-04-1989,27,183,85,S 
5132244,Luke Boden,765,26-11-1988,27,186,84,D/WB/M LC
5132313,Oliver Lancashire,765,13-12-1988,27,186,75,D C
5132314,Josh Mulvany,765,26-12-1988,27,178,85,AM RLC
5132361,Hayden Doyle,1435,25-02-1989,27,184,79,AM LC
5132512,Jennison Myrie-Williams,765,17-05-1988,28,183,77,AM RL
5132515,Josh Law,765,19-08-1989,26,181,70,D R
5132647,Alex Smithies,765,05-03-1990,26,188,84,GK 
5132878,Phil Doran,765,30-11-1988,27,187,0,D/WB L
5132879,Peter Doran,765,30-11-1988,27,173,72,M R
5133004,Chris Lines,765,30-11-1985,30,188,77,M C
5133007,Matt Thorne,765,23-12-1986,29,187,0,D/DM/S C
5133341,Bradley Johnson,765,28-04-1987,29,178,69,M LC
5133423,Lee Tomlin,765,12-01-1989,27,180,74,AM LC
5133468,Will Puddy,765,04-10-1987,28,181,73,GK 
5133646,George Friend,765,19-10-1987,28,188,88,D/WB L
5133742,Scott Davies,765,27-02-1987,29,183,70,GK 
5133745,Jonathan Smith,765,17-10-1986,29,183,79,M C
5133792,Ian Kearney,765,15-06-1987,29,191,83,D RC
5133909,Asa Hall,765,29-11-1986,29,186,70,M RC
5134488,Tom Taiwo,765,27-02-1990,26,173,67,M RC
5134489,Danny Rose,765,02-07-1990,26,172,73,D/WB L
5134490,Tom Lees,765,28-11-1990,25,183,73,D C
5134493,Tom Elliott,765,09-11-1990,25,194,71,S 
5134497,Tomi Ameobi,765,16-08-1988,27,186,77,S 
5200295,Peter Weatherson,765,29-05-1980,36,183,78,S 
5200783,Jason Puncheon,765,26-06-1986,30,173,71,AM RLC
52009080,Tomislav Arcaba,1435,25-03-1986,30,184,81,GK 
52012200,Paul Hunt,765,06-04-1990,26,191,85,GK 
52014861,Keegan Smyth,1435,05-10-1989,26,175,0,M RC
52040377,Blain Curtis,765,18-11-1987,28,181,64,AM/S R
52040787,Yob Son,135,03-08-1989,26,183,71,D RC
52041015,Kim Jin Gu,135,07-09-1988,27,178,75,M/AM RLC
5205466,Danny Grainger,765,28-07-1986,29,178,69,D LC
5205471,Luke Ruddick,765,03-03-1990,26,183,79,D/WB RL
52059460,James Duvcevski,1435,16-06-1990,26,178,74,D RL
5206644,Andrew Driver,765,12-11-1987,28,175,69,M/AM RL
52069306,Jack Watson,765,07-07-1996,19,168,57,M RC
52070967,Regan Donelon,765,17-04-1996,20,173,73,D L
52071508,Oran Barton,765,01-08-1997,18,185,75,M C
52075598,Andrew Ward,765,02-05-1997,19,166,0,D L
5208260,Lee Robinson,765,02-07-1986,30,180,77,GK 
52083697,Luke Bush,765,11-04-1989,27,187,0,GK 
53027188,Charlie Turnbull,765,08-12-1990,25,178,74,DM/M C
53114475,Joe Woolford,765,27-06-1996,20,181,77,D LC
5500023,Chris Porter,765,12-12-1983,32,186,84,S 
5500024,Tony Gray,765,06-04-1984,32,178,74,S 
5500039,Jake Hyde,765,01-07-1990,26,186,84,S 
55014512,Young,135,23-11-1987,28,183,0,D L
55014520,Nam In-Woo,135,16-02-1987,29,177,74,AM LC
55022493,Matt Jones,765,05-11-1986,29,190,81,GK 
55022903,Jason Davidson,1435,29-06-1991,25,180,74,D LC
55032265,Eric Dier,765,15-01-1994,22,188,86,D/DM/M RC
55038589,Han-Oh Lee,135,11-06-1991,25,173,65,AM R
5512089,Darius Henderson,765,07-09-1981,34,191,90,S 
5512090,Nathan Tyson,765,04-05-1982,34,183,65,AM/S RL
5512097,George Horan,765,18-02-1982,34,188,86,D C
5512100,Luke Steele,765,24-09-1984,31,189,82,GK 
5512104,Craig Woodman,765,22-12-1982,33,176,65,D/WB L
559851,Neil Lloyd,765,19-07-1979,36,185,0,D LC
564944,Ronnie Henry,765,02-01-1984,32,181,70,D RC
5700561,Ryoo Hee-Suk,135,05-09-1982,33,177,71,D RC
5700564,Son Seung-Joon,135,16-05-1982,34,186,77,D/WB LC
5700571,Cho Sung-Hwan,135,09-04-1982,34,183,77,D RC
5700575,Kim Ki-Bum,135,14-08-1976,39,174,65,M/AM RC
5700576,Kim Do-Heon,135,14-07-1982,33,177,75,M C
5700580,Oh Kyoo-Chan,135,28-08-1982,33,178,72,AM C
5700584,Lee Yu-Sung,135,05-01-1983,33,180,69,M C
5701077,Kim Dong-Jin,135,29-01-1982,34,182,74,D/WB LC
5701078,Park Yong-Ho,135,25-03-1981,35,183,76,D C
5701080,Kim Kyung-Soo,135,03-07-1982,33,185,0,D C
5701081,Kim Sang-Woon,135,13-06-1982,34,171,0,M C
5701089,Jung Chang-Keun,135,10-08-1983,32,170,63,AM L
5701091,Choi Won-Kwon,135,08-11-1981,34,173,65,D R
5701096,Shin Jae-Pil,135,25-05-1982,34,180,73,D/WB/DM/M LC
5701097,Ahn Sung-Hoon,135,11-09-1982,33,173,67,M RC
5701099,Seo Ho-Ji,135,24-08-1982,33,177,0,S 
5701100,Kim Jang-Hyun,135,17-10-1978,37,173,69,AM RLC
5701111,Park Sung-Ho,135,27-07-1982,33,190,80,S 
5701132,Moon Tae-Hyuk,135,31-03-1983,33,178,77,S 
5701311,Ha Ki-Yoon,135,10-03-1982,34,187,69,M R
5701318,Ha Sung-Ryong,135,09-03-1982,34,179,70,S 
5701360,Kim In-Woo,135,26-03-1983,33,173,0,M C
5701361,Kim Sung-Yoon,135,10-06-1982,34,179,0,AM C
5701374,Jang Kyung-Ho,135,23-02-1983,33,174,66,D C
5701375,Kim Soon-Ho,135,08-01-1982,34,172,69,M C
5701405,Jung Suk-Keun,135,25-11-1977,38,178,75,AM/S C
5701426,Kim Tae-Min,135,25-05-1982,34,185,70,D/DM C
5701430,Kim Jin-Woo,135,28-02-1983,33,180,76,D C
5701456,Oh Seung-Bum,135,26-02-1981,35,174,69,DM/M C
5701476,Kang Young-Hwan,135,16-01-1983,33,187,82,GK 
5701504,Na Il-Kyoon,135,02-08-1977,38,173,69,M/AM RLC
5701509,Lee Kil-Yong,135,30-03-1976,40,183,78,S 
5701512,Jeon Kwang-Chul,135,16-07-1982,33,186,80,DM 
5701601,Ha Yong-Woo,135,30-04-1977,39,184,82,D RLC
5701605,Lee Won-Young,135,13-03-1981,35,186,82,D RC
5701618,Yu Hyun-Goo,135,25-01-1983,33,171,69,M/AM C
5701620,Park Dong-Soo,135,25-02-1982,34,175,70,AM/S C
5701628,Lee Dong-Gook,135,29-04-1979,37,187,82,S 
5701697,Kim Yong-Dae,135,11-10-1979,36,189,82,GK 
5701833,Kim Tae-Young,135,17-01-1982,34,180,76,M L
5701834,Hyun Young-Min,135,25-12-1979,36,180,76,D L
5701891,Lee Jung-Soo,135,08-01-1980,36,184,74,D LC
5701919,Lee Sung-Kyoo,135,13-04-1982,34,183,73,M C
5701921,Lee Jin-Woo,135,03-09-1982,33,178,74,AM/S C
5701936,Ahn Dong-Seung,135,14-05-1982,34,175,76,S 
5701941,Lee Moon-Sun,135,21-01-1983,33,173,70,D/WB/M LC
5701942,Lee Sang-Ho,135,18-11-1981,34,175,66,D RC
5701943,Lee In-Shik,135,14-02-1983,33,188,85,D C
5701947,Jung Chun-Soo,135,04-05-1982,34,178,0,M RL
5701952,Moon Soon-Ho,135,15-03-1981,35,170,62,S 
5701965,Kim Young-Joong,135,03-05-1982,34,180,80,D R
5702024,Ko Bum-Soo,135,16-04-1980,36,183,78,D RLC
5702035,Cho Won-Kwang,135,23-08-1985,30,182,73,D RLC
5702041,Kim Ho-Yoo,135,19-02-1981,35,181,70,D RC
5702059,Kim Young-Kil,135,13-01-1983,33,186,75,D C
5702080,Song Jung-Woo,135,22-03-1982,34,170,73,M/AM/S C
5702081,Noh Ji-Young,135,30-04-1982,34,185,0,S 
5702094,Hong Soon-Hak,135,19-09-1980,35,178,70,D/DM/M RC
5702095,Oh Chul-Suk,135,23-03-1982,34,188,78,D C
5702097,Lee Jae-Hak,135,08-02-1983,33,176,65,AM R
5702098,Kim Young-Sam,135,13-03-1980,36,177,70,D C
5702113,Kim Jin-Yong,135,09-10-1982,33,182,79,S R
5702115,Kim Sang-Woo,135,19-01-1982,34,176,70,WB/DM R
5703108,Kim Young-Kwang,135,28-06-1983,33,188,78,GK 
5703109,Lim You-Hwan,135,02-12-1983,32,184,79,D C
5703110,Cho Byung-Kuk,135,01-07-1981,35,183,78,D RLC
5703111,Kim Ho-Joon,135,21-06-1984,32,190,89,GK 
5703112,Hwang In-Sung,135,19-06-1984,32,182,78,GK 
5703113,Han Jae-Woong,135,28-09-1984,31,178,73,AM RC
5703121,Kim Tae-Hyun,135,22-06-1986,30,170,65,D C
5703122,Yoon Si-Ho,135,12-05-1984,32,183,80,D LC
5703123,Choi Kwang-Hee,135,17-05-1984,32,172,65,D R
5703124,Song Han-Bok,135,12-04-1984,32,182,76,WB/DM LC
5703125,Hwang Sun-Il,135,29-07-1984,31,178,77,D/DM C
5703127,Lee Ho,135,22-10-1984,31,182,75,DM C
5703128,Lee Jin-Ho,135,03-09-1984,31,184,82,S 
5703130,Jung Byung-Min,135,19-03-1984,32,185,78,S 
5703131,Namgung Woong,135,29-03-1984,32,181,70,D L
5703132,Jung Min-Soo,135,06-05-1984,32,178,72,M R
5703133,Park Joo-Sung,135,20-02-1984,32,185,80,D/WB LC
5703149,Kim Hyo-Il,135,07-09-1978,37,180,72,DM/M LC
5703167,Ko Chang-Hyun,135,15-09-1983,32,170,69,AM RC
5703172,Kim Jung-Woo,135,09-05-1982,34,183,70,DM/M/AM C
5703176,Kim Geun-Chul,135,24-06-1983,33,177,72,DM/M/AM C
5703177,Jung Jo-Gook,135,23-04-1984,32,186,77,S 
5703178,Nam Ik-Kyung,135,26-01-1983,33,177,70,S 
5703179,Jang Kyung-Jin,135,31-08-1983,32,184,82,D C
5703200,Lee Keun-Ho,135,11-04-1985,31,177,75,AM/S RLC
5703367,Lee Joon-Ki,135,25-04-1982,34,184,74,D C
5703368,Kim Chi-Gon,135,29-07-1983,32,183,76,D LC
5703369,Ahn Sang-Hyun,135,05-03-1986,30,180,75,M C
5703370,Jung Sung-Ho,135,07-04-1986,30,185,72,D C
5703371,Han Dong-Won,135,06-04-1986,30,178,71,AM C
5703372,Shin Hyun-Kook,135,21-03-1983,33,172,65,S 
5703373,Lee Ji-Nam,135,21-11-1984,31,183,68,D LC
5703397,Lee Jong-Min,135,01-09-1983,32,175,68,D/WB/M R
5703398,Ha Tae-Keun,135,01-07-1983,33,182,75,M RLC
5703399,Lee Kwan-Hee,135,29-06-1983,33,183,79,S 
5703400,Kim Yoo-Jin,135,19-06-1983,33,186,81,D C
5703401,Lee Gang-Jin,135,25-04-1986,30,184,78,D C
5703402,Kim Joon,135,09-12-1986,29,178,72,AM R
5703413,Kim Kwang-Sun,135,17-06-1983,33,176,70,S C
5703418,Kim Soo-Hyung,135,26-03-1983,33,175,65,M/AM C
5703419,Kim Jin-Kyu,135,16-02-1985,31,183,84,D C
5703425,Choi Moo-Lim,135,15-04-1979,37,185,79,GK 
5703427,Cho Won-Hee,135,17-04-1983,33,177,72,D/WB/DM R
5703454,Jung Jin-Sung,135,10-08-1983,32,184,76,D C
5703456,Lee Jong-Min,135,01-08-1983,32,184,77,S 
5703473,Kim Yun-Kun,135,12-03-1981,35,184,81,S 
5703491,Lee Jung-Woon,135,14-03-1983,33,170,68,S 
5703506,Kim Kyung-Doo,135,28-04-1983,33,194,82,GK 
5703533,Jung Jong-Wan,135,25-09-1983,32,188,82,D RC
5703545,Kim Kwang-Suk,135,12-02-1983,33,183,73,D C
5703596,Kwon Kwan-Man,135,07-10-1983,32,193,0,D C
5703613,Koo Ja-Young,135,09-10-1983,32,170,68,D C
5703614,Kim Jin-Ah,135,14-01-1983,33,177,63,M C
5703615,Joo Se-Hwan,135,08-04-1983,33,180,83,D C
5703617,Min Young-Ki,135,28-03-1976,40,183,75,D LC
5703633,Kim Jung-Soo,135,27-02-1982,34,181,78,D C
5703642,Kim Young-Oh,135,02-02-1983,33,170,60,S 
5703930,Yeo Hyo-Jin,135,25-04-1983,33,188,81,D RC
5703935,Kim Min-Oh,135,08-05-1983,33,183,70,DM/M C
5703937,Kim Chi-Woo,135,11-11-1983,32,175,68,D/WB L
5703938,Cho Jin-Soo,135,02-09-1983,32,184,75,S 
5703939,Baek Ji-Hoon,135,28-02-1985,31,177,68,DM/M/AM C
5703943,Jeon Seung-Hyun,135,02-05-1982,34,174,0,M RLC
5703947,Shin Sang-Jin,135,18-10-1982,33,180,76,D C
5703954,Lee Gil-Hoon,135,06-03-1983,33,178,74,DM/AM C
5703961,Cho Sung-Yong,135,05-06-1981,35,176,71,D C
5703964,Jang Jae-Wan,135,04-06-1983,33,180,74,D C
5703966,Cha Byung-Min,135,21-08-1983,32,180,75,M C
5703967,Lee Kwang-Hyun,135,18-07-1981,34,183,82,D LC
5703971,Kim Seung-Hwan,135,13-06-1983,33,188,84,D LC
5703972,Shin Soo-Jin,135,26-10-1982,33,186,78,D C
5703976,Park Byung-Won,135,02-09-1983,32,176,73,M RC
5703981,Kim Won-Jae,135,08-10-1983,32,185,0,M C
5703983,Jeon Hyun-Joon,135,01-01-1984,32,179,72,M C
5703985,Lee Tae-Woo,135,08-01-1984,32,175,74,M/AM C
5703988,Park Jin-Ok,135,28-05-1982,34,170,66,M RC
5703989,Moon Joo-Won,135,08-05-1983,33,177,73,M/AM RLC
5703992,Park Seung-Min,135,21-04-1983,33,180,73,M/AM RL
5703997,Jung Yang-Han,135,01-03-1982,34,185,76,D RC
5704007,Kim Jung-Kook,135,29-03-1983,33,184,81,GK 
5704010,Ha Seung-Yong,135,09-03-1982,34,184,73,S 
5704012,Kim Hyeung-Bum,135,01-01-1984,32,174,69,M/AM RL
5704013,Han Byung-Yong,135,27-11-1983,32,176,71,DM/M C
5704014,Oh Young-Sang,135,24-04-1983,33,183,0,D C
5704030,Kim Tae-Su,135,25-08-1981,34,181,76,DM/M C
5704032,Kim Sang-Ki,135,05-04-1982,34,180,74,AM RC
5704033,Kim Dong-Joon,135,25-07-1982,33,176,72,M C
5704034,Jang Hyun-Bae,135,17-07-1982,33,178,70,M R
5704035,Bae Ki-Jong,135,26-05-1983,33,180,75,AM R
5704039,Kim Min-Chul,135,04-06-1983,33,183,79,GK 
5704045,Kang Pil-Joon,135,20-06-1983,33,170,72,D C
5704047,Kim Jung-Ho,135,10-01-1984,32,187,75,D C
5704049,Im Choong-Hyun,135,20-07-1983,32,195,0,D L
5704063,Bang Seung-Hwan,135,25-02-1983,33,184,80,M/S C
5704064,Park Byung-Kwon,135,19-05-1982,34,178,72,S 
5704065,Kim Han-Sup,135,08-05-1982,34,177,74,D/WB RC
5704070,Kim Sun-Woo,135,17-10-1983,32,198,92,S 
5704071,Cho Hong-Sang,135,28-05-1983,33,175,68,D RC
5704075,Park Ji-Hoon,135,09-11-1983,32,189,79,GK 
5704087,Kim Chul-Ho,135,26-09-1983,32,177,68,DM/M C
5704096,Kim Jin-Suk,135,27-06-1982,34,180,65,D RLC
5704104,Kim Tae-Jong,135,29-10-1982,33,182,75,D C
5704107,Lee Wan,135,03-05-1984,32,181,76,D/WB L
5704108,Cho Sung-Moo,135,26-04-1984,32,176,65,D R
5704111,Oh Beom-Seok,135,29-07-1984,31,181,77,D/WB RC
5704112,Lee Min-Sun,135,21-10-1983,32,177,71,M LC
5704113,Park Won-Hong,135,07-04-1984,32,175,70,M/AM C
5704114,Choi Jae-Young,135,22-09-1983,32,180,73,AM C
5704115,Bae Sang-Joon,135,28-01-1984,32,178,71,S C
5704116,Cho Han-Jin,135,25-12-1984,31,176,72,DM/M C
5704122,Lee Young-Woong,135,31-07-1983,32,174,62,AM RC
5704123,Kim Hyung-Kyum,135,16-06-1982,34,178,71,D R
5704125,Kim Kwan-Ho,135,03-04-1983,33,179,0,DM/M C
5704127,Kim Jung-Ki,135,11-05-1983,33,185,75,S 
5704130,Lee Jong-Won,135,14-03-1989,27,176,70,M C
5704133,Cho Won-Sang,135,20-03-1983,33,174,67,M/AM C
5704135,Jeon Joo-Young,135,18-04-1983,33,181,75,S 
5704137,Jeon Sang-Dae,135,10-04-1982,34,184,78,AM C
5704140,Kim Min-Kyoo,135,24-12-1982,33,190,89,GK 
5704141,Yoo Hong-Ryul,135,03-12-1983,32,170,71,AM R
5704142,Ko Ki-Goo,135,31-07-1980,35,187,80,D/S C
5704145,Kim Jung-Kyum,135,10-08-1981,34,173,64,D L
5704147,Kim Young-Hoo,135,11-03-1983,33,183,78,S 
5704151,Yang Sang-Min,135,24-02-1984,32,182,80,D/WB LC
5704154,Lee Kang-Hyub,135,13-06-1983,33,180,76,D C
5704155,Kim Joo-Hwan,135,24-04-1982,34,175,70,WB/M RLC
5704164,Park Qeun-Byul,135,21-10-1982,33,175,75,M C
5704169,Jin Kyiung-Sun,135,10-04-1980,36,178,72,WB/DM L
5704170,Hwang Jae-Won,135,13-04-1981,35,186,82,D C
5704171,Choi Hyo-Jin,135,18-08-1983,32,172,70,D/WB/M R
5704179,Choi Myung-Sung,135,04-01-1982,34,171,63,M/AM/S C
5704185,Cho Yong-Ki,135,28-08-1983,32,183,73,M C
5704260,Cha Ki-Seok,135,26-12-1986,29,191,84,GK 
5704261,Kim Keun-Bae,135,07-08-1986,29,187,80,GK 
5704275,Yeo Seung-Won,135,01-05-1984,32,187,85,S 
57044751,Filip Nechifor,1435,25-07-1991,24,183,84,AM C
5704483,Choi Woo-Suk,135,22-07-1986,29,174,68,AM/S C
5704495,Kang Jin-Ouk,135,13-02-1986,30,183,74,D/WB RL
5704499,Kim Dae-Ho,135,15-04-1986,30,185,84,GK 
5704501,Park Tae-Min,135,21-01-1986,30,180,74,D RL
5704503,Lee Yong-Rae,135,17-04-1986,30,175,71,DM/M C
5704504,Ko Cha-Won,135,30-04-1986,30,170,69,M/AM R
5704505,Kwon Soon-Hyung,135,16-06-1986,30,176,73,M/AM C
5704509,Yang Dong-Hyun,135,28-03-1986,30,186,80,S 
5704510,Ko Yo-Han,135,10-03-1988,28,170,65,M/AM RC
5704513,Kim Young-Bin,135,08-04-1984,32,185,79,D/DM RC
5704514,Lee Dong-Won,135,07-11-1983,32,189,84,D C
5704515,Kim Hong-Il,135,29-09-1987,28,178,68,AM C
5704516,Lee Hyun-Jin,135,15-05-1984,32,184,73,AM RL
5704586,Im Yong-Keun,135,17-03-1983,33,178,71,M C
5704611,Park Yong-Kyoo,135,05-07-1982,33,182,72,D C
5704616,Park Kwang-Min,135,14-05-1982,34,175,69,M L
5704618,Han Dong-Hyuk,135,09-03-1982,34,180,72,S 
5704643,Lee Kwang-Yong,135,14-02-1983,33,187,73,S 
5704646,Kim Kyung-Chun,135,27-01-1984,32,180,73,AM/S RLC
5704649,Seok Hyung-Gon,135,29-08-1982,33,185,77,GK 
5704718,Choi Byung-Ho,135,23-11-1983,32,183,79,GK 
5704726,Kim In-Gyo,135,19-06-1982,34,175,64,D C
5704748,Baek Ju-Hyun,135,09-02-1984,32,180,72,M RL
5704756,Seo Jung-Taek,135,17-09-1982,33,174,66,M R
5704764,Kwon Ki-Bo,135,04-05-1982,34,192,84,GK 
5704781,Shim Young-Jae,135,06-03-1983,33,173,63,M LC
5704800,Kang Min-Hyuk,135,10-07-1982,33,180,76,D/DM C
